
> evolution-hub@0.0.1 format
src/pages/api/health.ts 9ms (unchanged)
src/pages/api/health/auth.ts 2ms (unchanged)
src/pages/api/health/db.ts 4ms (unchanged)
src/pages/api/internal/users/sync.ts 2ms (unchanged)
src/pages/api/lead-magnets/download.ts 7ms (unchanged)
src/pages/api/mcp/ping.ts 2ms (unchanged)
src/pages/api/newsletter/confirm.ts 5ms (unchanged)
src/pages/api/newsletter/subscribe.ts 4ms (unchanged)
src/pages/api/newsletter/unsubscribe.ts 2ms (unchanged)
src/pages/api/notifications/index.ts 6ms (unchanged)
src/pages/api/notifications/queue/process.ts 4ms (unchanged)
src/pages/api/notifications/settings/index.ts 3ms (unchanged)
src/pages/api/notifications/settings/initialize.ts 1ms (unchanged)
src/pages/api/notifications/settings/utils.ts 2ms (unchanged)
src/pages/api/projects/index.ts 3ms (unchanged)
src/pages/api/prompt-enhance.ts 9ms (unchanged)
src/pages/api/prompt/usage.ts 6ms (unchanged)
src/pages/api/telemetry.ts 3ms (unchanged)
src/pages/api/templates.ts 2ms (unchanged)
src/pages/api/test/rate-limit.ts 1ms (unchanged)
src/pages/api/test/seed-email-token.ts 3ms (unchanged)
src/pages/api/test/seed-referral-events.ts 5ms (unchanged)
src/pages/api/test/seed-suite-v2.ts 4ms (unchanged)
src/pages/api/testing/evaluate/[id].ts 3ms (unchanged)
src/pages/api/testing/evaluate/[id]/abort.ts 3ms (unchanged)
src/pages/api/testing/evaluate/[id]/complete.ts 3ms (unchanged)
src/pages/api/testing/evaluate/[id]/live.ts 3ms (unchanged)
src/pages/api/testing/evaluate/index.ts 7ms (unchanged)
src/pages/api/testing/evaluate/next.ts 4ms (unchanged)
src/pages/api/testing/evaluate/next/run.ts 15ms (unchanged)
src/pages/api/testing/evaluate/usage.ts 5ms (unchanged)
src/pages/api/tools.ts 2ms (unchanged)
src/pages/api/user/account.ts 5ms (unchanged)
src/pages/api/user/avatar.ts 4ms (unchanged)
src/pages/api/user/logout-v2.ts 3ms (unchanged)
src/pages/api/user/logout.ts 2ms (unchanged)
src/pages/api/user/me.ts 1ms (unchanged)
src/pages/api/user/password.ts 1ms (unchanged)
src/pages/api/user/profile.ts 5ms (unchanged)
src/pages/api/user/settings.ts 1ms (unchanged)
src/pages/api/voice/poll.ts 2ms (unchanged)
src/pages/api/voice/stream.ts 3ms (unchanged)
src/pages/api/voice/transcribe.ts 7ms (unchanged)
src/pages/api/voice/usage.ts 4ms (unchanged)
src/pages/api/webscraper/extract.ts 5ms (unchanged)
src/pages/api/webscraper/usage.ts 4ms (unchanged)
src/pages/auth/notify.astro 3ms (unchanged)
src/pages/auth/password-reset-sent.astro 2ms (unchanged)
src/pages/auth/password-reset-success.astro 2ms (unchanged)
src/pages/blog/[...slug].astro 27ms (unchanged)
src/pages/blog/comments-demo.astro 10ms (unchanged)
src/pages/blog/index.astro 48ms (unchanged)
src/pages/blog/kategorie/[...slug].ts 1ms (unchanged)
src/pages/blog/tag/[...slug].ts 3ms (unchanged)
src/pages/cookie-einstellungen.astro 32ms (unchanged)
src/pages/cookie-settings.ts 1ms (unchanged)
src/pages/dashboard.astro 59ms (unchanged)
src/pages/datenschutz.astro 1ms (unchanged)
src/pages/de/agb.astro 19ms (unchanged)
src/pages/de/cookie-einstellungen.astro 1ms (unchanged)
src/pages/de/datenschutz.astro 32ms (unchanged)
src/pages/de/faq.astro 1ms (unchanged)
src/pages/de/impressum.astro 54ms (unchanged)
src/pages/de/index.astro 44ms (unchanged)
src/pages/de/login.astro 11ms (unchanged)
src/pages/de/register.astro 7ms (unchanged)
src/pages/de/tools/prompt-enhancer/app.astro 3ms (unchanged)
src/pages/de/tools/prompt-enhancer/index.astro 1ms (unchanged)
src/pages/de/tools/voice-visualizer/app.astro 3ms (unchanged)
src/pages/de/tools/web-eval/app.astro 5ms (unchanged)
src/pages/de/tools/webscraper/app.astro 3ms (unchanged)
src/pages/de/welcome-profile.astro 10ms (unchanged)
src/pages/docs/api.ts 1ms (unchanged)
src/pages/docs/faq.ts 1ms (unchanged)
src/pages/docs/getting-started.ts 1ms (unchanged)
src/pages/docs/guides.ts 1ms (unchanged)
src/pages/docs/index.astro 26ms (unchanged)
src/pages/email-verified.astro 39ms (unchanged)
src/pages/en/account/settings.astro 1ms (unchanged)
src/pages/en/agb.astro 20ms (unchanged)
src/pages/en/blog/[...slug].astro 1ms (unchanged)
src/pages/en/blog/index.astro 1ms (unchanged)
src/pages/en/cookie-einstellungen.ts 1ms (unchanged)
src/pages/en/cookie-settings.astro 1ms (unchanged)
src/pages/en/dashboard.astro 48ms (unchanged)
src/pages/en/datenschutz.astro 31ms (unchanged)
src/pages/en/docs/api.ts 1ms (unchanged)
src/pages/en/docs/faq.ts 1ms (unchanged)
src/pages/en/docs/getting-started.ts 1ms (unchanged)
src/pages/en/docs/guides.ts 1ms (unchanged)
src/pages/en/docs/index.astro 1ms (unchanged)
src/pages/en/email-verified.astro 38ms (unchanged)
src/pages/en/faq.astro 1ms (unchanged)
src/pages/en/impressum.astro 53ms (unchanged)
src/pages/en/index.astro 33ms (unchanged)
src/pages/en/kontakt.astro 1ms (unchanged)
src/pages/en/login.astro 10ms (unchanged)
src/pages/en/pricing.astro 1ms (unchanged)
src/pages/en/register.astro 6ms (unchanged)
src/pages/en/signup.ts 1ms (unchanged)
src/pages/en/tools/code-review.ts 1ms (unchanged)
src/pages/en/tools/content-generator.ts 1ms (unchanged)
src/pages/en/tools/design-system.ts 1ms (unchanged)
src/pages/en/tools/imag-enhancer/app.astro 15ms (unchanged)
src/pages/en/tools/imag-enhancer/index.astro 25ms (unchanged)
src/pages/en/tools/index.astro 150ms (unchanged)
src/pages/en/tools/performance-monitor.ts 2ms (unchanged)
src/pages/en/tools/prompt-enhancer/app.astro 4ms (unchanged)
src/pages/en/tools/prompt-enhancer/index.astro 1ms (unchanged)
src/pages/en/tools/seo-analyzer.ts 1ms (unchanged)
src/pages/en/tools/video-enhancer/app.astro 11ms (unchanged)
src/pages/en/tools/voice-visualizer/app.astro 11ms (unchanged)
src/pages/en/tools/web-eval/app.astro 5ms (unchanged)
src/pages/en/tools/webscraper/app.astro 4ms (unchanged)
src/pages/en/verify-email.astro 16ms (unchanged)
src/pages/en/welcome-profile.astro 9ms (unchanged)
src/pages/faq.astro 31ms (unchanged)
src/pages/impressum.astro 52ms (unchanged)
src/pages/index.astro 1ms (unchanged)
src/pages/kontakt.astro 45ms (unchanged)
src/pages/login.astro 11ms (unchanged)
src/pages/newsletter/confirm.astro 39ms (unchanged)
src/pages/pricing.astro 43ms (unchanged)
src/pages/r2-ai/[...path].ts 5ms (unchanged)
src/pages/r2/[...path].ts 2ms (unchanged)
src/pages/register.astro 6ms (unchanged)
src/pages/rss.xml.ts 3ms (unchanged)
src/pages/signup.ts 1ms (unchanged)
src/pages/sitemap.xml.ts 3ms (unchanged)
src/pages/tools/api-tester.ts 1ms (unchanged)
src/pages/tools/code-review.ts 1ms (unchanged)
src/pages/tools/content-generator.ts 1ms (unchanged)
src/pages/tools/design-system.ts 1ms (unchanged)
src/pages/tools/imag-enhancer/app.astro 14ms (unchanged)
src/pages/tools/imag-enhancer/index.astro 23ms (unchanged)
src/pages/tools/index.astro 22ms (unchanged)
src/pages/tools/performance-monitor.ts 1ms (unchanged)
src/pages/tools/prompt-enhancer/app.astro 5ms (unchanged)
src/pages/tools/prompt-enhancer/index.astro 1ms (unchanged)
src/pages/tools/seo-analyzer.ts 1ms (unchanged)
src/pages/tools/video-enhancer/app.astro 4ms (unchanged)
src/pages/tools/voice-visualizer/app.astro 4ms (unchanged)
src/pages/tools/web-eval/app.astro 3ms (unchanged)
src/pages/tools/webscraper/app.astro 4ms (unchanged)
src/pages/verify-email.astro 19ms (unchanged)
src/pages/welcome-profile.astro 11ms (unchanged)
src/pages/welcome.astro 7ms (unchanged)
src/scripts/blog-post-enhancements.ts 2ms (unchanged)
src/scripts/landing-bg.ts 13ms (unchanged)
src/scripts/neural-mesh.ts 10ms (unchanged)
src/scripts/orchestrate-entrance.ts 6ms (unchanged)
src/scripts/settings.ts 8ms (unchanged)
src/server/actions.ts 5ms (unchanged)
src/server/utils/hashing.ts 1ms (unchanged)
src/server/utils/jwt.ts 2ms (unchanged)
src/server/utils/log-transports.ts 5ms (unchanged)
src/server/utils/logger-factory.ts 12ms (unchanged)
src/server/utils/logger.ts 6ms (unchanged)
src/setupTests.ts 4ms (unchanged)
src/stores/activityStore.ts 2ms (unchanged)
src/stores/comment-store.ts 14ms (unchanged)
src/stores/index.ts 1ms (unchanged)
src/stores/notificationStore.ts 2ms (unchanged)
src/stores/projectStore.ts 89ms (unchanged)
src/stores/quickActionStore.ts 84ms (unchanged)
src/types/astro-fonts-internal.d.ts 1ms (unchanged)
src/types/blog.ts 1ms (unchanged)
src/types/dashboard.ts 2ms (unchanged)
src/types/jsdom.d.ts 1ms (unchanged)
src/types/logger.ts 9ms (unchanged)
src/types/stubs/rate-limiter.d.ts 3ms (unchanged)
src/types/ts-src-shims.d.ts 10ms (unchanged)
src/types/webscraper.ts 3ms (unchanged)
src/types/ws.d.ts 2ms (unchanged)
src/utils/feature-flags.ts 2ms (unchanged)
src/utils/i18n.ts 6ms (unchanged)
src/utils/sanitizeReturnTo.test.ts 2ms (unchanged)
src/utils/sanitizeReturnTo.ts 1ms (unchanged)
tests/e2e/specs/a11y.smoke.spec.ts 3ms (unchanged)
tests/e2e/specs/auth-deprecated.spec.ts 3ms (unchanged)
tests/e2e/specs/auth-magic-request.spec.ts 2ms (unchanged)
tests/e2e/specs/blog-i18n-seo.spec.ts 3ms (unchanged)
tests/e2e/specs/grids.smoke.spec.ts 5ms (unchanged)
tests/e2e/specs/header-menu.smoke.spec.ts 3ms (unchanged)
tests/e2e/specs/perf.smoke.spec.ts 14ms (unchanged)
tests/e2e/specs/rate-limit-persistence.spec.ts 2ms (unchanged)
tests/e2e/specs/referral/referral-reward.spec.ts 11ms (unchanged)
tests/integration/ai-image-enhancer.test.ts 62ms (unchanged)
tests/integration/api/__fixtures__/comments-performance.ts 11ms (unchanged)
tests/integration/api/admin-audit-logs.test.ts 3ms (unchanged)
tests/integration/api/admin-auth-checks.test.ts 1ms (unchanged)
tests/integration/api/admin-backup.test.ts 3ms (unchanged)
tests/integration/api/admin-billing-smoke.test.ts 6ms (unchanged)
tests/integration/api/admin-comments.test.ts 4ms (unchanged)
tests/integration/api/admin-credits-deduct.test.ts 4ms (unchanged)
tests/integration/api/admin-credits-happy.test.ts 5ms (unchanged)
tests/integration/api/admin-credits.test.ts 3ms (unchanged)
tests/integration/api/admin-discounts.test.ts 8ms (unchanged)
tests/integration/api/admin-metrics-userslist-405.test.ts 2ms (unchanged)
tests/integration/api/admin-rate-limits-reset-smoke.test.ts 3ms (unchanged)
tests/integration/api/admin-rate-limits.test.ts 2ms (unchanged)
tests/integration/api/admin-referrals-list.test.ts 3ms (unchanged)
tests/integration/api/admin-sessions.test.ts 3ms (unchanged)
tests/integration/api/admin-users-credits.test.ts 2ms (unchanged)
tests/integration/api/admin-users-lifecycle.test.ts 4ms (unchanged)
tests/integration/api/admin-users-set-plan-happy.test.ts 3ms (unchanged)
tests/integration/api/admin-users-set-plan.test.ts 3ms (unchanged)
tests/integration/api/admin-web-eval-tasks.test.ts 4ms
tests/integration/api/ai-image-quota.test.ts 8ms (unchanged)
tests/integration/api/ai-image-usage.test.ts 3ms (unchanged)
tests/integration/api/ai-video-usage.test.ts 2ms (unchanged)
tests/integration/api/ai-video/generate.test.ts 6ms (unchanged)
tests/integration/api/ai-video/usage.test.ts 4ms (unchanged)
tests/integration/api/billing/credits-security.test.ts 6ms (unchanged)
tests/integration/api/billing/stripe-config.test.ts 4ms (unchanged)
tests/integration/api/billing/stripe-webhook.test.ts 8ms (unchanged)
tests/integration/api/comments-performance.test.ts 3ms (unchanged)
tests/integration/api/comments-routes.test.ts 2ms (unchanged)
tests/integration/api/dashboard/billing-referrals.test.ts 2ms (unchanged)
tests/integration/api/dashboard/billing-summary.tools.test.ts 3ms (unchanged)
tests/integration/api/debug-login.test.ts 2ms (unchanged)
tests/integration/api/debug-logs-stream.test.ts 2ms (unchanged)
tests/integration/api/health-db.test.ts 2ms (unchanged)
tests/integration/api/mcp-ping.test.ts 2ms (unchanged)
tests/integration/api/prompt/usage.test.ts 2ms (unchanged)
tests/integration/api/quota-staging.test.ts 4ms (unchanged)
tests/integration/api/r2-ai-proxy.test.ts 2ms (unchanged)
tests/integration/api/referrals/referral-rewards-webhook.test.ts 5ms (unchanged)
tests/integration/api/voice-transcribe.test.ts 4ms
tests/integration/api/voice/transcribe-and-poll.test.ts 3ms (unchanged)
tests/integration/api/voice/transcribe.test.ts 2ms (unchanged)
tests/integration/api/voice/usage.test.ts 2ms (unchanged)
tests/integration/api/web-eval-abort.test.ts 4ms (unchanged)
tests/integration/api/web-eval-complete.test.ts 4ms (unchanged)
tests/integration/api/web-eval-next.test.ts 5ms (unchanged)
tests/integration/api/web-eval-quota.test.ts 4ms (unchanged)
tests/integration/api/web-eval-run.test.ts 17ms (unchanged)
tests/integration/api/web-eval-usage.test.ts 2ms (unchanged)
tests/integration/api/webscraper.test.ts 3ms (unchanged)
tests/integration/auth.test.ts 5ms (unchanged)
tests/integration/billing-api.test.ts 11ms (unchanged)
tests/integration/blog.test.ts 4ms (unchanged)
tests/integration/comments-api.test.ts 4ms (unchanged)
tests/integration/comments.test.ts 13ms (unchanged)
tests/integration/csp-report.test.ts 3ms (unchanged)
tests/integration/dashboard-api.test.ts 20ms (unchanged)
tests/integration/kv-usage.test.ts 2ms (unchanged)
tests/integration/lead-magnet-api.test.ts 13ms (unchanged)
tests/integration/magic-link-happy.test.ts 3ms (unchanged)
tests/integration/magic-link.test.ts 6ms (unchanged)
tests/integration/newsletter-api.test.ts 10ms (unchanged)
tests/integration/projects-api.test.ts 15ms (unchanged)
tests/integration/prompt-enhance-api.test.ts 6ms (unchanged)
tests/integration/prompt-enhance-multipart.test.ts 4ms (unchanged)
tests/integration/routing/blog-i18n-seo-integration.test.ts 2ms (unchanged)
tests/integration/routing/blog-routes.test.ts 2ms (unchanged)
tests/integration/routing/headers.test.ts 2ms (unchanged)
tests/integration/routing/lang-alias.test.ts 1ms (unchanged)
tests/integration/routing/locale-routing.test.ts 2ms (unchanged)
tests/integration/routing/seo-hreflang.test.ts 2ms (unchanged)
tests/integration/routing/voice-visualizer-permissions.test.ts 2ms (unchanged)
tests/integration/setup/global-setup.ts 7ms (unchanged)
tests/integration/setup/referral-fixtures.ts 3ms (unchanged)
tests/integration/user-avatar-api.test.ts 12ms (unchanged)
tests/integration/verify-email.test.ts 3ms (unchanged)
tests/mocks/astro-content.ts 1ms (unchanged)
tests/performance/rate-limiting-perf.test.ts 13ms (unchanged)
tests/performance/run-load-tests.ts 8ms (unchanged)
tests/shared/auth.ts 3ms (unchanged)
tests/shared/http.ts 4ms (unchanged)
tests/src/helpers/rateLimiter.ts 1ms (unchanged)
tests/src/legacy/config/test-config.ts 4ms (unchanged)
tests/src/legacy/utils/database-helpers.ts 9ms (unchanged)
tests/src/legacy/utils/logger.ts 9ms (unchanged)
tests/src/legacy/utils/server-helpers.ts 14ms (unchanged)
tests/src/lib/auth-v2.test.ts 4ms (unchanged)
tests/src/pages/api/ai-video/generate.test.ts 4ms (unchanged)
tests/src/pages/api/auth/login-405.test.ts 2ms (unchanged)
tests/src/pages/api/auth/login-logger.test.ts 9ms (unchanged)
tests/src/pages/api/auth/login-service.test.ts 9ms (unchanged)
tests/src/pages/api/auth/login.test.ts 8ms (unchanged)
tests/src/pages/api/dashboard/activity._test.ts 10ms (unchanged)
tests/src/pages/api/dashboard/perform-action._test.ts 10ms (unchanged)
tests/src/pages/api/dashboard/projects._test.ts 6ms (unchanged)
tests/src/pages/api/projects/index._test.ts 8ms (unchanged)
tests/src/pages/api/tools._test.ts 4ms (unchanged)
tests/src/pages/api/user/me.test.ts 7ms (unchanged)
tests/src/scripts/blog-post-enhancements.test.ts 2ms (unchanged)
tests/src/server/utils/hashing.test.ts 2ms (unchanged)
tests/src/server/utils/jwt.test.ts 3ms (unchanged)
tests/types/upstash-kv.d.ts 1ms (unchanged)
tests/unit/account/delete-account-section.test.tsx 3ms (unchanged)
tests/unit/ai-image-provider-mapping.test.ts 3ms (unchanged)
tests/unit/ai-image/aiimage-retry.test.ts 3ms (unchanged)
tests/unit/ai-jobs-provider-mapping.test.ts 4ms (unchanged)
tests/unit/api/account-delete.test.ts 4ms (unchanged)
tests/unit/api/comments-performance.test.ts 11ms (unchanged)
tests/unit/blog-sorting.spec.ts 5ms (unchanged)
tests/unit/comment-components.test.tsx 15ms (unchanged)
tests/unit/comment-service-simple.test.ts 6ms (unchanged)
tests/unit/comment-service.test.ts 20ms (unchanged)
tests/unit/components/BlogCTA.test.ts 1ms (unchanged)
tests/unit/components/BlogPost.test.ts 3ms (unchanged)
tests/unit/components/imag-enhancer/CreditsPanel.test.tsx 3ms (unchanged)
tests/unit/components/imag-enhancer/ModelControls.test.tsx 3ms (unchanged)
tests/unit/components/imag-enhancer/UploadSection.test.tsx 2ms (unchanged)
tests/unit/dashboard/billing-card.test.tsx 3ms (unchanged)
tests/unit/dashboard/projectStore.test.ts 3ms (unchanged)
tests/unit/dashboard/quickActionStore.test.ts 4ms (unchanged)
tests/unit/hooks/imag-enhancer/useClipboardImagePaste.test.ts 4ms (unchanged)
tests/unit/hooks/imag-enhancer/useCompareInteractions.test.tsx 12ms (unchanged)
tests/unit/hooks/imag-enhancer/useGlobalShortcuts.test.ts 5ms (unchanged)
tests/unit/hooks/imag-enhancer/usePlanGating.test.ts 4ms (unchanged)
tests/unit/hooks/imag-enhancer/useViewportUiMetrics.test.ts 4ms (unchanged)
tests/unit/i18n.test.ts 5ms (unchanged)
tests/unit/imag-enhancer/help-modal-focus.test.tsx 4ms (unchanged)
tests/unit/imag-enhancer/keyboard-shortcuts.test.tsx 4ms (unchanged)
tests/unit/lib/ai-image-service.test.ts 9ms (unchanged)
tests/unit/lib/aos.test.ts 9ms (unchanged)
tests/unit/lib/blog-service.test.ts 6ms (unchanged)
tests/unit/lib/rate-limiter-kv.test.ts 5ms (unchanged)
tests/unit/lib/rate-limiter.test.ts 5ms (unchanged)
tests/unit/logging/log-utils.sanitizeObject.test.ts 8ms (unchanged)
tests/unit/logging/security-logger.test.ts 5ms (unchanged)
tests/unit/pages/api/auth/login-logger.test.ts 20ms (unchanged)
tests/unit/pages/api/user/profile.test.ts 11ms (unchanged)
tests/unit/referral-reward-service.test.ts 12ms (unchanged)
tests/unit/security/deprecated-logging.test.ts 7ms (unchanged)
tests/unit/services/auth-service-login.logging.test.ts 9ms (unchanged)
tests/unit/services/provider-error-mapping.test.ts 1ms (unchanged)
tests/unit/services/webscraper-service.test.ts 8ms (unchanged)
tests/unit/spam-detection.test.ts 6ms (unchanged)
tests/unit/telemetry/telemetry-client.test.ts 3ms (unchanged)
tests/unit/testimonials-loader.test.ts 5ms (unchanged)
tests/unit/testing/web-eval/auto-assertions.test.ts 5ms (unchanged)
tests/unit/testing/web-eval/ssrf.test.ts 2ms (unchanged)
tests/unit/useIsMobile.test.tsx 4ms (unchanged)
tests/unit/utils/database-helpers.test.ts 22ms (unchanged)
tests/unit/utils/locale-path.test.ts 3ms (unchanged)
tests/unit/utils/logger-transport.smoke.test.ts 6ms (unchanged)
tests/unit/utils/logger.test.ts 36ms (unchanged)
tests/unit/utils/mime.test.ts 3ms (unchanged)
tests/unit/utils/server-helpers.test.ts 109ms (unchanged)
tests/unit/validation/billing-schema.test.ts 2ms (unchanged)
tests/unit/validation/dashboard-schema.test.ts 2ms (unchanged)
tests/unit/validation/errors.test.ts 3ms (unchanged)
tests/unit/validation/newsletter-schema.test.ts 4ms (unchanged)
tests/unit/validation/newsletter-unsubscribe-schema.test.ts 2ms (unchanged)
tests/unit/validation/prompt-schema.test.ts 4ms (unchanged)
tests/unit/validation/templates-schema.test.ts 1ms (unchanged)
tests/unit/validation/users-sync-schema.test.ts 1ms (unchanged)
tests/unit/validation/webscraper-schema.test.ts 1ms (unchanged)
tests/unit/voice-stream-aggregator.test.ts 3ms (unchanged)
tests/unit/voice/voice-mime-sniffer.test.ts 3ms
tests/utils/kv-mock.ts 9ms (unchanged)
scripts/ae-run.mjs 5ms (unchanged)
scripts/align-de-to-en.mjs 2ms (unchanged)
scripts/blog-images-audit.ts 4ms (unchanged)
scripts/blog-images-generate.ts 3ms (unchanged)
scripts/check-readme-structure.mjs 4ms (unchanged)
scripts/check-wrangler-secrets.ts 8ms (unchanged)
scripts/coming-soon-client.ts 6ms (unchanged)
scripts/deploy.ts 4ms (unchanged)
scripts/dev-menu.ts 72ms (unchanged)
scripts/dev/capture-readme-screenshots.mjs 2ms (unchanged)
scripts/dev/clean-contentful-slug-drafts.ts 3ms (unchanged)
scripts/dev/docs-linkgraph.mjs 5ms (unchanged)
scripts/dev/fix-contentful-slug.ts 4ms (unchanged)
scripts/dev/gen-cascade-rules-coverage.mjs 4ms (unchanged)
scripts/dev/gen-memory-index.mjs 5ms (unchanged)
scripts/dev/generate-contentful-migration.ts 5ms (unchanged)
scripts/dev/memory-audit.mjs 7ms (unchanged)
scripts/dev/patch-windsurf-rules.mjs 3ms (unchanged)
scripts/dev/publish-contentful-assets.ts 24ms (unchanged)
scripts/dev/publish-contentful-blog-posts.ts 26ms (unchanged)
scripts/dev/sync-windsurf-rules.mjs 2ms (unchanged)
scripts/dev/test-contentful-fetch.ts 2ms (unchanged)
scripts/dev/update-windsurf-rules.mjs 5ms (unchanged)
scripts/dev/upload-contentful-assets.ts 3ms (unchanged)
scripts/dev/verify-enhancer-download.mjs 7ms (unchanged)
scripts/doc-drift.mjs 6ms (unchanged)
scripts/doc-inventory.mjs 6ms (unchanged)
scripts/doc-links.mjs 4ms (unchanged)
scripts/docs-auto-fix.ts 6ms (unchanged)
scripts/docs-disable-md051.ts 2ms (unchanged)
scripts/docs-fix-anchors.ts 6ms (unchanged)
scripts/docs-fix-heading-levels.ts 3ms (unchanged)
scripts/docs-harmonize-anchors.ts 8ms (unchanged)
scripts/docs-link-audit.mjs 2ms (unchanged)
scripts/emoji-to-icon-codemod.mjs 7ms (unchanged)
scripts/fix-blog-images.ts 4ms (unchanged)
scripts/fix-de-faq-structure.mjs 5ms (unchanged)
scripts/gen-env-doc.mjs 3ms (unchanged)
scripts/gen-openapi.mjs 5ms (unchanged)
scripts/generate-test-fixtures.ts 1ms (unchanged)
scripts/generate-wordmark-outlined.ts 5ms (unchanged)
scripts/health-check.ts 5ms (unchanged)
scripts/hooks/post-write-quality.mjs 3ms (unchanged)
scripts/hooks/pre-run-command.mjs 3ms (unchanged)
scripts/hooks/pre-write-guard.mjs 2ms (unchanged)
scripts/hygiene-copy.mjs 1ms (unchanged)
scripts/hygiene-to-assistant.mjs 2ms (unchanged)
scripts/i18n-copy-de-to-en.mjs 2ms (unchanged)
scripts/i18n-diff.mjs 3ms (unchanged)
scripts/i18n-diff.ts 3ms (unchanged)
scripts/i18n-empty-report.mjs 2ms (unchanged)
scripts/i18n-fill-missing.mjs 3ms (unchanged)
scripts/i18n-identical.mjs 3ms (unchanged)
scripts/i18n-migrate-paths.mjs 4ms (unchanged)
scripts/i18n-prune-unused.mjs 4ms (unchanged)
scripts/i18n-validate.mjs 4ms (unchanged)
scripts/mcp/cloudflare-mcp.mjs 4ms (unchanged)
scripts/mcp/gsc-extended.mjs 11ms (unchanged)
scripts/mcp/gsc-run-analysis.mjs 3ms (unchanged)
scripts/migrate-imports.js 5ms (unchanged)
scripts/migrate-imports.mjs 5ms (unchanged)
scripts/migrate-imports.ts 9ms (unchanged)
scripts/onboarding.ts 11ms (unchanged)
scripts/psi-sitemap-audit.mjs 7ms (unchanged)
scripts/quality-check.js 2ms (unchanged)
scripts/remark/remark-demote-h1.ts 1ms (unchanged)
scripts/resend-check.mjs 4ms (unchanged)
scripts/run-hygiene.mjs 3ms (unchanged)
scripts/sanitize-locale.mjs 2ms (unchanged)
scripts/security/scan-secrets.mjs 2ms (unchanged)
scripts/setup-contentful-blog.mjs 3ms (unchanged)
scripts/setup-local-dev.js 19ms (unchanged)
scripts/setup-local-dev.ts 18ms (unchanged)
scripts/smoke-inject-enhancer.mjs 3ms (unchanged)
scripts/validate-env.ts 3ms (unchanged)
scripts/validate-frontmatter.mjs 5ms (unchanged)
scripts/warmup.ts 10ms (unchanged)
scripts/web-eval-executor/executor.ts 8ms (unchanged)
scripts/web-eval-executor/menu.ts 19ms (unchanged)
scripts/web-eval-executor/runner.ts 12ms (unchanged)
scripts/web-eval-executor/types.ts 3ms (unchanged)
scripts/zod-openapi-diff.ts 6ms (unchanged)
scripts/zod-openapi-pilot.ts 3ms (unchanged)
.lintstagedrc.json 0ms (unchanged)
.markdownlint.json 0ms (unchanged)
.prettierrc.json 0ms (unchanged)
AGENTS.md 20ms (unchanged)
api-extractor.json 1ms (unchanged)
blog-post-content-type.json 1ms (unchanged)
cache-rules-ci.json 1ms (unchanged)
cache-rules-create.json 1ms (unchanged)
cache-rules-rules.json 1ms (unchanged)
cf-create-ruleset.json 1ms (unchanged)
CHANGELOG.md 15ms (unchanged)
CLAUDE.md 0ms (unchanged)
CODE_OF_CONDUCT.md 2ms (unchanged)
combined-rules.json 1ms (unchanged)
contentful-import-error-log-tmtc6fophkx8-2025-11-08T05-09-01.json 1ms (unchanged)
contentful-import-error-log-tmtc6fophkx8-2025-11-08T05-11-11.json 1ms (unchanged)
contentful-import-error-log-tmtc6fophkx8-2025-11-08T05-16-05.json 1ms (unchanged)
contentful-import-error-log-tmtc6fophkx8-2025-11-08T05-21-42.json 1ms (unchanged)
CONTRIBUTING.md 9ms (unchanged)
developer.mozilla.org--mdn-web-docs--20251025-090628_scrapedwithhub-evolutioncom.json 2ms (unchanged)
existing-rules.json 1ms (unchanged)
package.json 1ms (unchanged)
README.md 16ms (unchanged)
renovate.json 0ms (unchanged)
ruleset-current-staging.json 1ms (unchanged)
rulesets-list.json 1ms (unchanged)
rulesets-staging-list.json 2ms (unchanged)
staging-rules.json 1ms (unchanged)
tsconfig.ai.json 0ms (unchanged)
tsconfig.astro-check.json 1ms (unchanged)
tsconfig.astro-check.ui.json 1ms (unchanged)
tsconfig.astro.json 0ms (unchanged)
tsconfig.build.json 2ms (unchanged)
tsconfig.json 1ms (unchanged)
tsconfig.src.json 1ms (unchanged)
tsconfig.types.json 0ms (unchanged)
tsdoc.json 1ms (unchanged)
update-payload.json 1ms (unchanged)
update-staging.json 1ms (unchanged)
webhook-event.json 1ms (unchanged)

> evolution-hub@0.0.1 lint:md:fix
> markdownlint-cli2 --fix "docs/**/*.md"

markdownlint-cli2 v0.18.1 (markdownlint v0.38.0)
Finding: docs/**/*.md
Linting: 136 file(s)
Summary: 3 error(s)
docs/ops/production-readiness-go-live.md:406 MD024/no-duplicate-heading Multiple headings with the same content [Context: "Ist-Stand (Kurz)"]
docs/ops/production-readiness-go-live.md:410 MD024/no-duplicate-heading Multiple headings with the same content [Context: "P1 – Vor Go-Live"]
docs/ops/production-readiness-go-live.md:425 MD024/no-duplicate-heading Multiple headings with the same content [Context: "P2 – Kurz nach Go-Live"]
zsh:1: command not found: run-s
zsh:1: command not found: run-s
zsh:1: command not found: run-p
